Species,Method,Abundance,F,CV,Error_para,Scenario
Long-lived,LBSPR,0.060259718,-0.205256644,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.038851036,-0.163587276,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.035828319,-0.198289549,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.104897645,-0.223858003,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.179232502,-0.253340097,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.064499322,-0.209886832,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.102467416,-0.225008647,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.068372836,-0.207941742,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.031907963,-0.165678586,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.040488976,-0.19569592,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.042158196,-0.194845637,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.067805427,-0.208160478,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.158451224,-0.248059492,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.131861221,-0.231875738,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.059738241,-0.205606197,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.052947113,-0.202462086,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.126703059,-0.234325235,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.115694809,-0.225561734,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.019778206,-0.187275882,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.018380893,-0.188064542,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.1007553,-0.218974618,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.132465367,-0.231677552,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.063853063,-0.210266397,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.141261805,-0.241686974,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.103224972,-0.224612011,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.025550015,-0.190626956,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.09880183,-0.219874447,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.013386282,-0.173795657,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.185125877,-0.258015521,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.229436286,-0.276366726,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.044217855,-0.200397362,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.00708703,-0.17649775,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.116776449,-0.232051207,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.061956725,-0.204425989,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.263610246,-0.28530879,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.069427878,-0.207363368,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.12619029,-0.234592484,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.074691659,-0.211490694,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.015620091,-0.189570281,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.086985435,-0.218864463,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.063509079,-0.153971839,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.18772755,-0.256889333,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.08431974,-0.213399516,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.244876642,-0.277564151,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.109394124,-0.228619064,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.018064745,-0.188167705,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.12001449,-0.230520264,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.001245682,-0.178188356,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.022740087,-0.172874019,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.094961325,-0.22177953,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.03849574,-0.196858016,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.072462132,-0.21254963,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.078117629,-0.209666305,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.027251651,-0.189687441,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.028859163,-0.195411926,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.061974098,-0.204430955,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.164767293,-0.245277614,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.042728876,-0.159700434,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.118577858,-0.231146734,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.098235649,-0.220187758,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.155875277,-0.2422266,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.049003224,-0.197829972,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.101044322,-0.218766104,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.093070633,-0.215834664,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.030765351,-0.194329193,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.167111524,-0.251414257,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.163301352,-0.245907832,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.126894906,-0.234204993,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.197372583,-0.26001738,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.115847045,-0.225493047,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.024021183,-0.167532291,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.028533426,-0.195602259,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.020500825,-0.171593566,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.036129917,-0.198094503,Low,M,Low CV*Non-equilibrium
Long-lived,LBSPR,0.122786995,-0.253321089,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.058486214,-0.199017168,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.140489161,-0.266897069,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.039406587,-0.097197316,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.047531514,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.139203213,-0.266897069,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.035873884,-0.178653198,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.017846492,-0.158289227,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.029525379,-0.171865207,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.09647999,-0.232957118,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.034058688,-0.103985306,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.0431096,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.122408095,-0.253321089,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.270950931,-0.36871692,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.008602408,-0.131137267,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.075859704,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.073647018,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.003586233,-0.144713247,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.012027985,-0.151501237,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.028147213,-0.165077217,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.005459438,-0.144713247,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.014784826,-0.151501237,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.06660156,-0.205805158,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.247849439,-0.35514094,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.0264641,-0.165077217,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.076774971,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.084604686,-0.219381138,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.197557833,-0.314413,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.110571753,-0.246533099,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.041023982,-0.178653198,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.024114389,-0.110773297,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.080481025,-0.219381138,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.043152229,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.076443975,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.188767302,-0.30762501,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.105408618,-0.239745109,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.103739636,-0.239745109,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.077051456,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.00697894,-0.131137267,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.016335548,-0.158289227,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.085226239,-0.219381138,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.092351946,-0.226169128,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.020877253,-0.158289227,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.03087033,-0.171865207,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.127863115,-0.260109079,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.129722309,-0.260109079,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.044924538,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.015825955,-0.158289227,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.081171442,-0.219381138,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.007964069,-0.144713247,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.042474501,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.121540605,-0.253321089,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.046639386,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.166296894,-0.294049029,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.028928897,-0.110773297,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.063331133,-0.070045356,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.10147089,-0.239745109,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.158614156,-0.287261039,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.029962678,-0.171865207,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.082960009,-0.219381138,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.088249923,-0.042893396,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.075416506,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.021376395,-0.158289227,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.070374478,-0.205805158,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.132611906,-0.260109079,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.058038397,-0.199017168,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.229610632,-0.34156496,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.030984336,-0.103985306,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.060657524,-0.199017168,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.074674541,-0.056469376,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.036752157,-0.178653198,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.129679636,-0.260109079,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.027066021,-0.165077217,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.149026541,-0.273685059,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.17748109,-0.300837019,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.050315479,-0.192229178,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.107657895,-0.239745109,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.072423043,-0.212593148,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.066747523,-0.205805158,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.119583896,-0.253321089,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.117849075,-0.253321089,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.08295941,-0.219381138,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.012221585,-0.124349277,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.202453867,-0.32120099,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.028147424,-0.165077217,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.047258117,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.004514568,-0.137925257,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.096352637,-0.232957118,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.04439558,-0.185441188,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.05209879,-0.192229178,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.115693341,-0.246533099,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.014155398,-0.124349277,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.010850741,-0.131137267,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.020692411,-0.158289227,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,-0.03875697,-0.097197316,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.030862977,-0.171865207,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.179466709,-0.300837019,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.118353182,-0.253321089,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.17489716,-0.300837019,Low,K,Low CV*Non-equilibrium
Long-lived,LBSPR,0.110034577,-0.246533099,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.476047034,-0.823214694,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.645789941,-0.833372937,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.261208677,-0.795858489,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.900427388,-0.856815684,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.681637277,-0.839073795,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.298495812,-0.801997375,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.671082497,-0.834953936,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.680962393,-0.836224327,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.611062132,-0.831358755,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.499952508,-0.82060982,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.900241943,-0.857310466,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.661293821,-0.837000744,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.353446819,-0.806093037,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.037317128,-0.780292714,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.834391306,-0.853576066,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.638348155,-0.835375574,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.54493171,-0.826939906,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.719155768,-0.838105983,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.748384294,-0.843865085,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.750438918,-0.845863595,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.80199541,-0.851158977,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.777222249,-0.846656305,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.599269199,-0.829972732,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,2.958753308,-0.75883065,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.793122957,-0.851968893,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.536498513,-0.823814679,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.409208765,-0.806837511,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.206294693,-0.794295069,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.475289181,-0.819409442,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.783623851,-0.850134237,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.92747188,-0.860155589,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.521832971,-0.822231143,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.654188975,-0.836800941,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.618729229,-0.835108944,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.139004286,-0.783066294,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.451572073,-0.812986799,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.453767653,-0.815142678,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.509600479,-0.819785288,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.895536341,-0.858769213,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.822442461,-0.851721498,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.39918094,-0.80867947,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.534234805,-0.82643004,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.764303426,-0.845917108,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.8328646,-0.854803634,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.394921494,-0.812631577,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.425020564,-0.81393048,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.646760802,-0.834622539,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.715164516,-0.841465054,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.546090876,-0.830394705,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.775562862,-0.847696176,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.716717479,-0.842020065,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.369710196,-0.806784438,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.655773507,-0.834068405,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.29055696,-0.804878168,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.990368702,-0.866510095,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.986037422,-0.862464835,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.499420098,-0.820306804,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.182047739,-0.786841602,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.684336259,-0.837402804,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.520878167,-0.822646987,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,4.176641949,-0.883231831,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.56312253,-0.823595808,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.704317,-0.840406986,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.641797609,-0.839707832,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.369474681,-0.807314828,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.591253795,-0.827931236,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.055569057,-0.778910917,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.943425731,-0.861300428,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.66607776,-0.837458363,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,4.183939708,-0.883772749,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.61142983,-0.826851671,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.431206783,-0.818684377,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.759673629,-0.847696913,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.300324682,-0.798628854,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.206483453,-0.792326763,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.527648201,-0.821699234,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.497911074,-0.823086841,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.545271074,-0.826151363,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.634106041,-0.834749026,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.526682091,-0.826737089,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.38791456,-0.809961621,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.620382771,-0.833538598,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.790727381,-0.845656384,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.228035477,-0.79671034,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.792618926,-0.851754264,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.754349463,-0.846922136,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.828762901,-0.85252318,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.394798765,-0.808084085,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.706606103,-0.842061235,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.78845747,-0.854154984,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.385622716,-0.809419333,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.82094552,-0.849502829,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.83458916,-0.852373792,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.77483959,-0.851546614,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.964909983,-0.864409179,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.740923728,-0.84578599,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.398494013,-0.816080732,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.435383453,-0.814357554,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.309813229,-0.798874662,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.392070613,-0.813133761,Low,M,Low CV*Non-equilibrium
Long-lived,LBB,3.686718096,-0.84188794,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.496539504,-0.821307603,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.833483091,-0.861046534,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.224593577,-0.780260711,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.494452831,-0.820375934,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.79142744,-0.851589285,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.504601588,-0.819366264,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.407393492,-0.807678098,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.406053635,-0.807125083,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.694514763,-0.843263964,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.20638744,-0.779658513,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.507166598,-0.819697653,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.766618263,-0.853316211,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,4.090847639,-0.890028311,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.294835994,-0.791761965,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.608669207,-0.833504866,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.56761425,-0.828259122,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.322372863,-0.796084963,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.332314788,-0.793101932,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.31135228,-0.792816369,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.319573335,-0.795963139,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.423503785,-0.805927137,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.398748803,-0.806189591,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,4.013921672,-0.881720912,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.465602252,-0.815543345,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.524303288,-0.820813623,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.658377132,-0.837495964,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.835844647,-0.858980722,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.684358626,-0.840191498,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.51213093,-0.82044614,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.191996566,-0.777640077,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.726272145,-0.846382183,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.548594122,-0.822498469,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.635348357,-0.835954052,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.939350738,-0.870030661,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.632033725,-0.837972365,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.709283762,-0.846217118,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.600738646,-0.833385967,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.195730487,-0.772042596,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.257641093,-0.787642839,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.641955483,-0.836190593,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.571365413,-0.828613009,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.374165199,-0.800342877,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.540125152,-0.825949593,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.741246648,-0.851100513,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.829822626,-0.859120582,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.478190004,-0.815649213,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.377155126,-0.800538137,Low,K,Low CV*Non-equilibrium
Long-lived,LBB,3.558455353,-0.825943884,Low,K,Low CV*Non-equilibrium
